block_num,timestamp,transactionId,protocol,tvl,usd,period,balances,prices
252937149,1655638203,439e1a3c2ef5255b51d05d11efb8417802b19cfcb548ed7f46b43e3777d5f062,swap.defi,7411984.9191 EOS,6851638.8593 USD,2022-06-19T11:30:00,1331784.9050 EOS|2798255.7985 USDT|3053095.0830 EOS,0.9244 USD|1.0000 USD|0.9244 USD
252938349,1655638803,803a01873a46794bb03ea66910aec47e1293408adb8aee0ba5dc6eb4c47b9ccd,danchorsmart,3256550.8864 EOS,3013937.8454 USD,2022-06-19T11:40:00,12114.7807 EOS|107300.7927 USDT|3128497.9182 EOS,0.9255 USD|1.0000 USD|0.9255 USD
252938349,1655638803,803a01873a46794bb03ea66910aec47e1293408adb8aee0ba5dc6eb4c47b9ccd,lend.defi,1103647.2016 EOS,1021425.4851 USD,2022-06-19T11:40:00,459468.6542 EOS|596187.2457 USDT,0.9255 USD|1.0000 USD
252938349,1655638803,803a01873a46794bb03ea66910aec47e1293408adb8aee0ba5dc6eb4c47b9ccd,lend.pizza,472161.5793 EOS,436985.5417 USD,2022-06-19T11:40:00,1.0000 EOS|7200.5842 EOS|307701.6599 USDT|132489.2661 EOS,0.9255 USD|0.9255 USD|1.0000 USD|0.9255 USD
252938349,1655638803,803a01873a46794bb03ea66910aec47e1293408adb8aee0ba5dc6eb4c47b9ccd,swap.defi,7407947.7631 EOS,6856055.6548 USD,2022-06-19T11:40:00,1328568.3429 EOS|2800826.1542 USDT|3053095.0830 EOS,0.9255 USD|1.0000 USD|0.9255 USD
252939550,1655639403,fd60666a99931e4ba4d37f35c7ac608852276392be3a067866fe51ed42bad1da,danchorsmart,3256814.5534 EOS,3007342.5587 USD,2022-06-19T11:50:00,12114.7807 EOS|107300.7927 USDT|3128497.9182 EOS,0.9234 USD|1.0000 USD|0.9234 USD
252939550,1655639403,fd60666a99931e4ba4d37f35c7ac608852276392be3a067866fe51ed42bad1da,lend.defi,1105112.1950 EOS,1020460.6009 USD,2022-06-19T11:50:00,459468.6542 EOS|596187.2457 USDT,0.9234 USD|1.0000 USD
252939550,1655639403,fd60666a99931e4ba4d37f35c7ac608852276392be3a067866fe51ed42bad1da,lend.pizza,472917.6857 EOS,436692.1910 USD,2022-06-19T11:50:00,1.0000 EOS|7200.5842 EOS|307701.6599 USDT|132489.2661 EOS,0.9234 USD|0.9234 USD|1.0000 USD|0.9234 USD
252939550,1655639403,fd60666a99931e4ba4d37f35c7ac608852276392be3a067866fe51ed42bad1da,swap.defi,7415144.6931 EOS,6847144.6097 USD,2022-06-19T11:50:00,1330155.5549 EOS|2799650.9708 USDT|3053095.0830 EOS,0.9234 USD|1.0000 USD|0.9234 USD
252940755,1655640006,7bd7efa79155f15b4e7e73c9fc0dcb21a6b56acbe2b54675ef384acdf3bcc024,danchorsmart,3257004.4716 EOS,3002632.4224 USD,2022-06-19T12:00:00,12115.6297 EOS|107300.7927 USDT|3128497.9182 EOS,0.9219 USD|1.0000 USD|0.9219 USD
252940755,1655640006,7bd7efa79155f15b4e7e73c9fc0dcb21a6b56acbe2b54675ef384acdf3bcc024,lend.defi,1106162.7052 EOS,1019771.3980 USD,2022-06-19T12:00:00,459468.6542 EOS|596187.2457 USDT,0.9219 USD|1.0000 USD
252940755,1655640006,7bd7efa79155f15b4e7e73c9fc0dcb21a6b56acbe2b54675ef384acdf3bcc024,lend.pizza,473472.9338 EOS,436494.6977 USD,2022-06-19T12:00:00,1.0000 EOS|7200.5842 EOS|307713.7029 USDT|132489.2661 EOS,0.9219 USD|0.9219 USD|1.0000 USD|0.9219 USD
252940755,1655640006,7bd7efa79155f15b4e7e73c9fc0dcb21a6b56acbe2b54675ef384acdf3bcc024,swap.defi,7420174.1998 EOS,6840658.5948 USD,2022-06-19T12:00:00,1331278.1987 EOS|2798704.8665 USDT|3053095.0830 EOS,0.9219 USD|1.0000 USD|0.9219 USD
252941947,1655640602,bcc35d39794e7f088e57acaee98bc0f20f1cd68047ca7d5354a6e33cbbb7ac23,danchorsmart,3257042.3593 EOS,3001690.2384 USD,2022-06-19T12:10:00,12115.6297 EOS|107300.7927 USDT|3128497.9182 EOS,0.9216 USD|1.0000 USD|0.9216 USD
252941947,1655640602,bcc35d39794e7f088e57acaee98bc0f20f1cd68047ca7d5354a6e33cbbb7ac23,lend.defi,1106373.2176 EOS,1019633.5574 USD,2022-06-19T12:10:00,459468.6542 EOS|596187.2457 USDT,0.9216 USD|1.0000 USD
252941947,1655640602,bcc35d39794e7f088e57acaee98bc0f20f1cd68047ca7d5354a6e33cbbb7ac23,lend.pizza,473710.9803 EOS,436572.0395 USD,2022-06-19T12:10:00,1.0000 EOS|7200.5842 EOS|307832.9520 USDT|132489.2661 EOS,0.9216 USD|0.9216 USD|1.0000 USD|0.9216 USD
252941947,1655640602,bcc35d39794e7f088e57acaee98bc0f20f1cd68047ca7d5354a6e33cbbb7ac23,swap.defi,7421641.4244 EOS,6839784.7368 USD,2022-06-19T12:10:00,1333381.9066 EOS|2797207.5433 USDT|3053095.0830 EOS,0.9216 USD|1.0000 USD|0.9216 USD
252943143,1655641200,bda6617b7f911a751edbf17b363c28ce48d3ed2b82d3d22edfc2e1d80762a9ce,danchorsmart,3256314.2084 EOS,3019905.7969 USD,2022-06-19T12:20:00,12115.6297 EOS|107300.7927 USDT|3128497.9182 EOS,0.9274 USD|1.0000 USD|0.9274 USD
252943143,1655641200,bda6617b7f911a751edbf17b363c28ce48d3ed2b82d3d22edfc2e1d80762a9ce,lend.defi,1102327.4483 EOS,1022298.4756 USD,2022-06-19T12:20:00,459468.6542 EOS|596187.2457 USDT,0.9274 USD|1.0000 USD
252943143,1655641200,bda6617b7f911a751edbf17b363c28ce48d3ed2b82d3d22edfc2e1d80762a9ce,lend.pizza,471625.5312 EOS,437385.5177 USD,2022-06-19T12:20:00,1.0000 EOS|7200.5842 EOS|307836.2233 USDT|132489.2661 EOS,0.9274 USD|0.9274 USD|1.0000 USD|0.9274 USD
252943143,1655641200,bda6617b7f911a751edbf17b363c28ce48d3ed2b82d3d22edfc2e1d80762a9ce,swap.defi,7400899.2860 EOS,6863593.9979 USD,2022-06-19T12:20:00,1324276.9429 EOS|2804019.1812 USDT|3053095.0830 EOS,0.9274 USD|1.0000 USD|0.9274 USD
252944344,1655641801,39a83f73555ff47214c64a4fe324e9cc8a0f169c8a872a70a57a1cceee1ca2c4,danchorsmart,3257181.4921 EOS,2998235.5635 USD,2022-06-19T12:30:00,12115.6297 EOS|107300.7927 USDT|3128497.9182 EOS,0.9205 USD|1.0000 USD|0.9205 USD
252944344,1655641801,39a83f73555ff47214c64a4fe324e9cc8a0f169c8a872a70a57a1cceee1ca2c4,lend.defi,1107146.2702 EOS,1019128.1418 USD,2022-06-19T12:30:00,459468.6542 EOS|596187.2457 USDT,0.9205 USD|1.0000 USD
252944344,1655641801,39a83f73555ff47214c64a4fe324e9cc8a0f169c8a872a70a57a1cceee1ca2c4,lend.pizza,474082.7035 EOS,436393.1286 USD,2022-06-19T12:30:00,1.0000 EOS|7200.5842 EOS|307807.7010 USDT|132489.2661 EOS,0.9205 USD|0.9205 USD|1.0000 USD|0.9205 USD
252944344,1655641801,39a83f73555ff47214c64a4fe324e9cc8a0f169c8a872a70a57a1cceee1ca2c4,swap.defi,7428704.1591 EOS,6838122.1785 USD,2022-06-19T12:30:00,1346264.9870 EOS|2788511.2341 USDT|3053095.0830 EOS,0.9205 USD|1.0000 USD|0.9205 USD
252945543,1655642400,ca0d736e6f7f4dd14be7e33049a3c0ec510711dd8c8c3e5610d6c58063b8aa47,danchorsmart,3257397.1706 EOS,2992896.5204 USD,2022-06-19T12:40:00,12115.6297 EOS|107300.7927 USDT|3128497.9182 EOS,0.9188 USD|1.0000 USD|0.9188 USD
252945543,1655642400,ca0d736e6f7f4dd14be7e33049a3c0ec510711dd8c8c3e5610d6c58063b8aa47,lend.defi,1108344.6289 EOS,1018347.0451 USD,2022-06-19T12:40:00,459468.6542 EOS|596187.2457 USDT,0.9188 USD|1.0000 USD
252945543,1655642400,ca0d736e6f7f4dd14be7e33049a3c0ec510711dd8c8c3e5610d6c58063b8aa47,lend.pizza,474669.0502 EOS,436125.9234 USD,2022-06-19T12:40:00,1.0000 EOS|7200.5842 EOS|307777.9703 USDT|132489.2661 EOS,0.9188 USD|0.9188 USD|1.0000 USD|0.9188 USD
252945543,1655642400,ca0d736e6f7f4dd14be7e33049a3c0ec510711dd8c8c3e5610d6c58063b8aa47,swap.defi,7434537.6626 EOS,6830853.2044 USD,2022-06-19T12:40:00,1344640.3978 EOS|2790213.8448 USDT|3053095.0830 EOS,0.9188 USD|1.0000 USD|0.9188 USD
252946754,1655643006,86ccedc6ded499932ee5416f0d4cd1eea970dbf755a0c10a00762b3a310db168,danchorsmart,3257894.9913 EOS,2980648.1276 USD,2022-06-19T12:50:00,12115.6297 EOS|107300.7927 USDT|3128497.9182 EOS,0.9149 USD|1.0000 USD|0.9149 USD
252946754,1655643006,86ccedc6ded499932ee5416f0d4cd1eea970dbf755a0c10a00762b3a310db168,lend.defi,1111110.6322 EOS,1016555.1174 USD,2022-06-19T12:50:00,459468.6542 EOS|596187.2457 USDT,0.9149 USD|1.0000 USD
252946754,1655643006,86ccedc6ded499932ee5416f0d4cd1eea970dbf755a0c10a00762b3a310db168,lend.pizza,476062.9975 EOS,435550.0365 USD,2022-06-19T12:50:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9149 USD|0.9149 USD|1.0000 USD|0.9149 USD
252946754,1655643006,86ccedc6ded499932ee5416f0d4cd1eea970dbf755a0c10a00762b3a310db168,swap.defi,7447503.5925 EOS,6813721.0368 USD,2022-06-19T12:50:00,1345977.4218 EOS|2789009.6022 USDT|3053095.0830 EOS,0.9149 USD|1.0000 USD|0.9149 USD
252947953,1655643605,d6dabd6f429cf517266951fd611db37c7ebe7168718e061f95bdba856128269e,danchorsmart,3258062.7035 EOS,2976566.0860 USD,2022-06-19T13:00:00,12116.4573 EOS|107300.7927 USDT|3128497.9182 EOS,0.9136 USD|1.0000 USD|0.9136 USD
252947953,1655643605,d6dabd6f429cf517266951fd611db37c7ebe7168718e061f95bdba856128269e,lend.defi,1111922.3428 EOS,1015852.2524 USD,2022-06-19T13:00:00,458068.6545 EOS|597360.7297 USDT,0.9136 USD|1.0000 USD
252947953,1655643605,d6dabd6f429cf517266951fd611db37c7ebe7168718e061f95bdba856128269e,lend.pizza,476541.6358 EOS,435368.4385 USD,2022-06-19T13:00:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9136 USD|0.9136 USD|1.0000 USD|0.9136 USD
252947953,1655643605,d6dabd6f429cf517266951fd611db37c7ebe7168718e061f95bdba856128269e,swap.defi,7452548.6161 EOS,6808648.4157 USD,2022-06-19T13:00:00,1347893.2096 EOS|2787905.5117 USDT|3053095.0830 EOS,0.9136 USD|1.0000 USD|0.9136 USD
252949154,1655644206,a5274367a1b561ec5257aeb1aa21f860cc79c93a97f8f4fbad2c50ca9d201a76,danchorsmart,3257703.8479 EOS,2985359.8063 USD,2022-06-19T13:10:00,12116.4573 EOS|107300.7927 USDT|3128497.9182 EOS,0.9164 USD|1.0000 USD|0.9164 USD
252949154,1655644206,a5274367a1b561ec5257aeb1aa21f860cc79c93a97f8f4fbad2c50ca9d201a76,lend.defi,1109924.5357 EOS,1017134.8446 USD,2022-06-19T13:10:00,458068.6545 EOS|597360.7297 USDT,0.9164 USD|1.0000 USD
252949154,1655644206,a5274367a1b561ec5257aeb1aa21f860cc79c93a97f8f4fbad2c50ca9d201a76,lend.pizza,475512.4103 EOS,435759.5728 USD,2022-06-19T13:10:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9164 USD|0.9164 USD|1.0000 USD|0.9164 USD
252949154,1655644206,a5274367a1b561ec5257aeb1aa21f860cc79c93a97f8f4fbad2c50ca9d201a76,swap.defi,7443108.7789 EOS,6820864.8850 USD,2022-06-19T13:10:00,1346748.1453 EOS|2788848.5507 USDT|3053095.0830 EOS,0.9164 USD|1.0000 USD|0.9164 USD
252950345,1655644801,6d03bda2a17006a3a8684a825a48dfbd7d68a5f2324f2c49c8b95e1d0a68cd6e,danchorsmart,3257754.9787 EOS,2984103.5605 USD,2022-06-19T13:20:00,12116.4573 EOS|107300.7927 USDT|3128497.9182 EOS,0.9160 USD|1.0000 USD|0.9160 USD
252950345,1655644801,6d03bda2a17006a3a8684a825a48dfbd7d68a5f2324f2c49c8b95e1d0a68cd6e,lend.defi,1109918.3596 EOS,1016685.2174 USD,2022-06-19T13:20:00,457668.6547 EOS|597460.7297 USDT,0.9160 USD|1.0000 USD
252950345,1655644801,6d03bda2a17006a3a8684a825a48dfbd7d68a5f2324f2c49c8b95e1d0a68cd6e,lend.pizza,475659.0573 EOS,435703.6965 USD,2022-06-19T13:20:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9160 USD|0.9160 USD|1.0000 USD|0.9160 USD
252950345,1655644801,6d03bda2a17006a3a8684a825a48dfbd7d68a5f2324f2c49c8b95e1d0a68cd6e,swap.defi,7444667.2300 EOS,6819315.1827 USD,2022-06-19T13:20:00,1343423.5584 EOS|2792104.1073 USDT|3053095.0830 EOS,0.9160 USD|1.0000 USD|0.9160 USD
252951543,1655645400,eb96106dac2b667747e598bec664d144f2205da2cfb5c11bfb4d3e5265b03431,danchorsmart,3257131.6874 EOS,2999492.5710 USD,2022-06-19T13:30:00,12116.4573 EOS|107300.7927 USDT|3128497.9182 EOS,0.9209 USD|1.0000 USD|0.9209 USD
252951543,1655645400,eb96106dac2b667747e598bec664d144f2205da2cfb5c11bfb4d3e5265b03431,lend.defi,1106665.8804 EOS,1019128.6093 USD,2022-06-19T13:30:00,457668.6547 EOS|597661.5452 USDT,0.9209 USD|1.0000 USD
252951543,1655645400,eb96106dac2b667747e598bec664d144f2205da2cfb5c11bfb4d3e5265b03431,lend.pizza,473871.4101 EOS,436388.1816 USD,2022-06-19T13:30:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9209 USD|0.9209 USD|1.0000 USD|0.9209 USD
252951543,1655645400,eb96106dac2b667747e598bec664d144f2205da2cfb5c11bfb4d3e5265b03431,swap.defi,7427707.6895 EOS,6840176.0113 USD,2022-06-19T13:30:00,1339259.2833 EOS|2795256.8755 USDT|3053095.0830 EOS,0.9209 USD|1.0000 USD|0.9209 USD
252952745,1655646001,74f4cf6704964932fa5fed40e3c4129d91b59121fd86b8477a12571b8c9b40cb,danchorsmart,3257347.1786 EOS,2994153.5266 USD,2022-06-19T13:40:00,12116.4573 EOS|107300.7927 USDT|3128497.9182 EOS,0.9192 USD|1.0000 USD|0.9192 USD
252952745,1655646001,74f4cf6704964932fa5fed40e3c4129d91b59121fd86b8477a12571b8c9b40cb,lend.defi,1107703.1581 EOS,1018200.7430 USD,2022-06-19T13:40:00,457505.6548 EOS|597661.5452 USDT,0.9192 USD|1.0000 USD
252952745,1655646001,74f4cf6704964932fa5fed40e3c4129d91b59121fd86b8477a12571b8c9b40cb,lend.pizza,474489.4550 EOS,436150.7071 USD,2022-06-19T13:40:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9192 USD|0.9192 USD|1.0000 USD|0.9192 USD
252952745,1655646001,74f4cf6704964932fa5fed40e3c4129d91b59121fd86b8477a12571b8c9b40cb,swap.defi,7432883.4844 EOS,6832306.4989 USD,2022-06-19T13:40:00,1337972.4786 EOS|2796037.1964 USDT|3053095.0830 EOS,0.9192 USD|1.0000 USD|0.9192 USD
252953942,1655646600,fbe89b664f52f6a725c3f0f58a6c86a1c1a80b2355e51e01f2650311e0ecacf3,danchorsmart,3257487.0392 EOS,2990698.8507 USD,2022-06-19T13:50:00,12116.4573 EOS|107300.7927 USDT|3128497.9182 EOS,0.9181 USD|1.0000 USD|0.9181 USD
252953942,1655646600,fbe89b664f52f6a725c3f0f58a6c86a1c1a80b2355e51e01f2650311e0ecacf3,lend.defi,1108482.1771 EOS,1017697.4868 USD,2022-06-19T13:50:00,457505.6548 EOS|597661.5452 USDT,0.9181 USD|1.0000 USD
252953942,1655646600,fbe89b664f52f6a725c3f0f58a6c86a1c1a80b2355e51e01f2650311e0ecacf3,lend.pizza,474890.5863 EOS,435997.0473 USD,2022-06-19T13:50:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9181 USD|0.9181 USD|1.0000 USD|0.9181 USD
252953942,1655646600,fbe89b664f52f6a725c3f0f58a6c86a1c1a80b2355e51e01f2650311e0ecacf3,swap.defi,7437502.3354 EOS,6828370.8942 USD,2022-06-19T13:50:00,1341525.5437 EOS|2793669.6969 USDT|3053095.0830 EOS,0.9181 USD|1.0000 USD|0.9181 USD
252955142,1655647200,b485242033ba6576021b73065473656079c30cad40e007a4a3d0bf90dbe91934,danchorsmart,3257934.2886 EOS,2979706.7004 USD,2022-06-19T14:00:00,12116.4573 EOS|107300.7927 USDT|3128497.9182 EOS,0.9146 USD|1.0000 USD|0.9146 USD
252955142,1655647200,b485242033ba6576021b73065473656079c30cad40e007a4a3d0bf90dbe91934,lend.defi,1110973.3402 EOS,1016096.2170 USD,2022-06-19T14:00:00,457505.6548 EOS|597661.5452 USDT,0.9146 USD|1.0000 USD
252955142,1655647200,b485242033ba6576021b73065473656079c30cad40e007a4a3d0bf90dbe91934,lend.pizza,476173.3318 EOS,435508.1293 USD,2022-06-19T14:00:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9146 USD|0.9146 USD|1.0000 USD|0.9146 USD
252955142,1655647200,b485242033ba6576021b73065473656079c30cad40e007a4a3d0bf90dbe91934,swap.defi,7450668.4839 EOS,6814381.3954 USD,2022-06-19T14:00:00,1354452.0803 EOS|2783238.7599 USDT|3053095.0830 EOS,0.9146 USD|1.0000 USD|0.9146 USD
252956346,1655647802,595b97da0a8be8d4bc96de9adff3726d30411d953b282dd66d3580e2b2422b93,danchorsmart,3258218.0008 EOS,2972798.1040 USD,2022-06-19T14:10:00,12117.2850 EOS|107300.7927 USDT|3128497.9182 EOS,0.9124 USD|1.0000 USD|0.9124 USD
252956346,1655647802,595b97da0a8be8d4bc96de9adff3726d30411d953b282dd66d3580e2b2422b93,lend.defi,1112548.9967 EOS,1015089.7046 USD,2022-06-19T14:10:00,457505.6548 EOS|597661.5452 USDT,0.9124 USD|1.0000 USD
252956346,1655647802,595b97da0a8be8d4bc96de9adff3726d30411d953b282dd66d3580e2b2422b93,lend.pizza,476984.6661 EOS,435200.8094 USD,2022-06-19T14:10:00,1.0000 EOS|7200.5842 EOS|307746.8777 USDT|132489.2661 EOS,0.9124 USD|0.9124 USD|1.0000 USD|0.9124 USD
252956346,1655647802,595b97da0a8be8d4bc96de9adff3726d30411d953b282dd66d3580e2b2422b93,swap.defi,7458019.9658 EOS,6804697.4168 USD,2022-06-19T14:10:00,1354466.2702 EOS|2783238.4382 USDT|3053095.0830 EOS,0.9124 USD|1.0000 USD|0.9124 USD
252957544,1655648401,6ba1b6bb40650b20fc39ba446ae269dea1766cf988c435b61425c0b070f96c24,danchorsmart,3258748.8513 EOS,2959921.5817 USD,2022-06-19T14:20:00,12117.2850 EOS|107300.7927 USDT|3128497.9182 EOS,0.9083 USD|1.0000 USD|0.9083 USD
252957544,1655648401,6ba1b6bb40650b20fc39ba446ae269dea1766cf988c435b61425c0b070f96c24,lend.defi,1115505.8145 EOS,1013213.9314 USD,2022-06-19T14:20:00,457505.6548 EOS|597661.5452 USDT,0.9083 USD|1.0000 USD
252957544,1655648401,6ba1b6bb40650b20fc39ba446ae269dea1766cf988c435b61425c0b070f96c24,lend.pizza,478463.0508 EOS,434587.9891 USD,2022-06-19T14:20:00,1.0000 EOS|7200.5842 EOS|307706.7899 USDT|132489.2661 EOS,0.9083 USD|0.9083 USD|1.0000 USD|0.9083 USD
252957544,1655648401,6ba1b6bb40650b20fc39ba446ae269dea1766cf988c435b61425c0b070f96c24,swap.defi,7472338.2972 EOS,6787124.8754 USD,2022-06-19T14:20:00,1357556.8111 EOS|2780929.7601 USDT|3053095.0830 EOS,0.9083 USD|1.0000 USD|0.9083 USD
252958745,1655649002,c4d3a03ae962656a749c9a7f1a25249d87a0379cb8636fbc7b5726778de2a3e5,danchorsmart,3258450.4685 EOS,2967144.9967 USD,2022-06-19T14:30:00,12117.2850 EOS|107300.7927 USDT|3128497.9182 EOS,0.9106 USD|1.0000 USD|0.9106 USD
252958745,1655649002,c4d3a03ae962656a749c9a7f1a25249d87a0379cb8636fbc7b5726778de2a3e5,lend.defi,1113843.8330 EOS,1014266.1944 USD,2022-06-19T14:30:00,457505.6548 EOS|597661.5452 USDT,0.9106 USD|1.0000 USD
252958745,1655649002,c4d3a03ae962656a749c9a7f1a25249d87a0379cb8636fbc7b5726778de2a3e5,lend.pizza,477601.8519 EOS,434904.2464 USD,2022-06-19T14:30:00,1.0000 EOS|7200.5842 EOS|307701.7582 USDT|132489.2661 EOS,0.9106 USD|0.9106 USD|1.0000 USD|0.9106 USD
252958745,1655649002,c4d3a03ae962656a749c9a7f1a25249d87a0379cb8636fbc7b5726778de2a3e5,swap.defi,7463869.4408 EOS,6796599.5128 USD,2022-06-19T14:30:00,1352552.8835 EOS|2784816.4746 USDT|3053095.0830 EOS,0.9106 USD|1.0000 USD|0.9106 USD
252959948,1655649603,05c53075975d9f073b624649a7a5579be70f23ab512734c796b933dce98afd62,danchorsmart,3257819.7828 EOS,2982534.0112 USD,2022-06-19T14:40:00,12117.2850 EOS|107300.7927 USDT|3128497.9182 EOS,0.9155 USD|1.0000 USD|0.9155 USD
252959948,1655649603,05c53075975d9f073b624649a7a5579be70f23ab512734c796b933dce98afd62,lend.defi,1110330.9362 EOS,1016507.9721 USD,2022-06-19T14:40:00,457505.6548 EOS|597661.5452 USDT,0.9155 USD|1.0000 USD
252959948,1655649603,05c53075975d9f073b624649a7a5579be70f23ab512734c796b933dce98afd62,lend.pizza,475779.4168 EOS,435576.0561 USD,2022-06-19T14:40:00,1.0000 EOS|7200.5842 EOS|307689.0827 USDT|132489.2661 EOS,0.9155 USD|0.9155 USD|1.0000 USD|0.9155 USD
252959948,1655649603,05c53075975d9f073b624649a7a5579be70f23ab512734c796b933dce98afd62,swap.defi,7446938.8724 EOS,6817672.5377 USD,2022-06-19T14:40:00,1348151.9842 EOS|2788330.8478 USDT|3053095.0830 EOS,0.9155 USD|1.0000 USD|0.9155 USD
252961142,1655650200,106980c97aade131afa035c3b3574301fa3601ca7ad503873787e3f46bc7737e,danchorsmart,3257564.2959 EOS,2988815.2415 USD,2022-06-19T14:50:00,12117.2850 EOS|107300.7927 USDT|3128497.9182 EOS,0.9175 USD|1.0000 USD|0.9175 USD
252961142,1655650200,106980c97aade131afa035c3b3574301fa3601ca7ad503873787e3f46bc7737e,lend.defi,1108907.8838 EOS,1017422.9834 USD,2022-06-19T14:50:00,457505.6548 EOS|597661.5452 USDT,0.9175 USD|1.0000 USD
252961142,1655650200,106980c97aade131afa035c3b3574301fa3601ca7ad503873787e3f46bc7737e,lend.pizza,475046.7986 EOS,435855.4378 USD,2022-06-19T14:50:00,1.0000 EOS|7200.5842 EOS|307689.0827 USDT|132489.2661 EOS,0.9175 USD|0.9175 USD|1.0000 USD|0.9175 USD
252961142,1655650200,106980c97aade131afa035c3b3574301fa3601ca7ad503873787e3f46bc7737e,swap.defi,7439492.0851 EOS,6825733.9881 USD,2022-06-19T14:50:00,1343733.8671 EOS|2791643.4265 USDT|3053095.0830 EOS,0.9175 USD|1.0000 USD|0.9175 USD
252962344,1655650801,012b97f05c96d2b9166ea603cb85643bd9ab01d8b60a63c2ac58acbd96bd7c80,danchorsmart,3257487.8668 EOS,2990699.6106 USD,2022-06-19T15:00:00,12117.2850 EOS|107300.7927 USDT|3128497.9182 EOS,0.9181 USD|1.0000 USD|0.9181 USD
252962344,1655650801,012b97f05c96d2b9166ea603cb85643bd9ab01d8b60a63c2ac58acbd96bd7c80,lend.defi,1108482.1771 EOS,1017697.4868 USD,2022-06-19T15:00:00,457505.6548 EOS|597661.5452 USDT,0.9181 USD|1.0000 USD
252962344,1655650801,012b97f05c96d2b9166ea603cb85643bd9ab01d8b60a63c2ac58acbd96bd7c80,lend.pizza,474827.6356 EOS,435939.2523 USD,2022-06-19T15:00:00,1.0000 EOS|7200.5842 EOS|307689.0827 USDT|132489.2661 EOS,0.9181 USD|0.9181 USD|1.0000 USD|0.9181 USD
252962344,1655650801,012b97f05c96d2b9166ea603cb85643bd9ab01d8b60a63c2ac58acbd96bd7c80,swap.defi,7437579.6702 EOS,6828441.8953 USD,2022-06-19T15:00:00,1343806.3923 EOS|2791646.6509 USDT|3053095.0830 EOS,0.9181 USD|1.0000 USD|0.9181 USD
252963562,1655651415,4fbbcebad0067484cdec55ff2834ca570e8303fda9638fded11b0b624604f612,danchorsmart,3257412.3655 EOS,2992584.7402 USD,2022-06-19T15:10:00,12118.1127 EOS|107300.7927 USDT|3128497.9182 EOS,0.9187 USD|1.0000 USD|0.9187 USD
252963562,1655651415,4fbbcebad0067484cdec55ff2834ca570e8303fda9638fded11b0b624604f612,lend.defi,1108057.0264 EOS,1017971.9902 USD,2022-06-19T15:10:00,457505.6548 EOS|597661.5452 USDT,0.9187 USD|1.0000 USD
252963562,1655651415,4fbbcebad0067484cdec55ff2834ca570e8303fda9638fded11b0b624604f612,lend.pizza,474608.7588 EOS,436023.0668 USD,2022-06-19T15:10:00,1.0000 EOS|7200.5842 EOS|307689.0827 USDT|132489.2661 EOS,0.9187 USD|0.9187 USD|1.0000 USD|0.9187 USD
252963562,1655651415,4fbbcebad0067484cdec55ff2834ca570e8303fda9638fded11b0b624604f612,swap.defi,7434736.0612 EOS,6830292.0195 USD,2022-06-19T15:10:00,1339179.3100 EOS|2795109.5348 USDT|3053095.0830 EOS,0.9187 USD|1.0000 USD|0.9187 USD
252964737,1655652002,55a33578dd17ec3fac60a8e66d55ba07a08fa2a3fb4f5fd31d17415578884ac2,danchorsmart,3257705.5033 EOS,2985361.3233 USD,2022-06-19T15:20:00,12118.1127 EOS|107300.7927 USDT|3128497.9182 EOS,0.9164 USD|1.0000 USD|0.9164 USD
252964737,1655652002,55a33578dd17ec3fac60a8e66d55ba07a08fa2a3fb4f5fd31d17415578884ac2,lend.defi,1109689.7939 EOS,1016919.7272 USD,2022-06-19T15:20:00,457505.6548 EOS|597661.5452 USDT,0.9164 USD|1.0000 USD
252964737,1655652002,55a33578dd17ec3fac60a8e66d55ba07a08fa2a3fb4f5fd31d17415578884ac2,lend.pizza,475449.3428 EOS,435701.7778 USD,2022-06-19T15:20:00,1.0000 EOS|7200.5842 EOS|307689.0827 USDT|132489.2661 EOS,0.9164 USD|0.9164 USD|1.0000 USD|0.9164 USD
252964737,1655652002,55a33578dd17ec3fac60a8e66d55ba07a08fa2a3fb4f5fd31d17415578884ac2,swap.defi,7443412.5235 EOS,6821143.2366 USD,2022-06-19T15:20:00,1344028.6281 EOS|2791619.0679 USDT|3053095.0830 EOS,0.9164 USD|1.0000 USD|0.9164 USD
252965935,1655652601,a122257cb2e4999790e658c4e71e29a69f0cb959b448ac4812dfa0f85306ab75,danchorsmart,3257833.4141 EOS,2982220.7073 USD,2022-06-19T15:30:00,12118.1127 EOS|107300.7927 USDT|3128497.9182 EOS,0.9154 USD|1.0000 USD|0.9154 USD
252965935,1655652601,a122257cb2e4999790e658c4e71e29a69f0cb959b448ac4812dfa0f85306ab75,lend.defi,1110402.2521 EOS,1016462.2216 USD,2022-06-19T15:30:00,457505.6548 EOS|597661.5452 USDT,0.9154 USD|1.0000 USD
